id,Open,High,Low,Close,Adj Close,Volume,Date
220,19600,19620,19400,19451.599609,18870.878906,29761,2016-07-08
221,19619.900391,19644.900391,19480,19546.099609,18962.556641,26337,2016-07-11
222,19502,19774.800781,19502,19677.099609,19089.648438,24552,2016-07-12
223,19621.800781,19700,19411,19536.599609,18953.339844,28527,2016-07-13
224,19521,19600,19450,19517.099609,18934.421875,20618,2016-07-14
225,19535,19865,19525,19781.099609,19190.542969,29759,2016-07-15
226,19800,19999,19800,19954.199219,19358.474609,23776,2016-07-18
227,19907,19980,19532,19709.900391,19121.466797,26915,2016-07-19
228,19655,19889.300781,19655,19849.800781,19257.191406,15313,2016-07-20
229,19750,19949,19700,19755,19165.21875,12331,2016-07-21
230,19825,19858.599609,19610,19812.5,19221.003906,15119,2016-07-22
231,19850,20040,19771.199219,19972.099609,19375.837891,23576,2016-07-25
232,19980,20149,19850,20112.199219,19511.753906,29166,2016-07-26
233,20132.400391,20445,20080,20339.800781,19732.560547,35615,2016-07-27
234,20499,21249,20460.099609,21099.800781,20469.875,136322,2016-07-28
235,21599,22520,21521.099609,22460.800781,21790.238281,199141,2016-07-29
236,22749.800781,22853.900391,22211.099609,22325.199219,21658.685547,89552,2016-08-01
237,22351.099609,22550,21800,21846.400391,21194.181641,48756,2016-08-02
238,21979.900391,22160.800781,21240.099609,21368.400391,20730.453125,63364,2016-08-03
239,21582.099609,21641.5,21005,21404,20764.988281,47594,2016-08-04
240,21600,22299,21516.400391,22223.199219,21559.732422,48333,2016-08-05
241,22430.900391,22480.800781,22079.199219,22431.699219,21762.005859,28994,2016-08-08
242,22489,22489,21765.800781,22082.400391,21423.138672,25730,2016-08-09
243,22082.400391,22087.300781,21620.300781,21739.699219,21090.666016,31457,2016-08-10
244,21735,22400,21525.199219,22268.300781,21603.486328,44439,2016-08-11
245,22359.900391,22523,22079.199219,22321.599609,21655.193359,32342,2016-08-12
246,22334.800781,22649,22141.199219,22461.699219,21791.113281,41238,2016-08-16
247,22500,22500,22212.099609,22348.099609,21680.902344,22529,2016-08-17
248,22348,22480.900391,22078.099609,22174.800781,21512.777344,20215,2016-08-18
249,22279,22399.900391,21713,21777.300781,21127.144531,30560,2016-08-19
250,21795,21959.900391,21547.300781,21795,21144.314453,32520,2016-08-22
251,21749,22061,21654,22009.800781,21352.705078,23027,2016-08-23
252,22168,22230,21890,22132.199219,21471.449219,28828,2016-08-24
253,22230,22353.5,21971.300781,22090.599609,21431.089844,40151,2016-08-25
254,22122,22350,22100,22331,21664.314453,23347,2016-08-26
255,22300,22350,22160,22308.099609,21642.097656,46540,2016-08-29
256,22400,23084,22175.900391,23043.099609,22355.154297,59546,2016-08-30
257,23100,23429.199219,22601,22750.900391,22071.677734,143618,2016-08-31
258,22751,22950.099609,22675.400391,22774.199219,22094.283203,36586,2016-09-01
259,22890,23024.199219,22755,22817,22135.806641,30121,2016-09-02
260,22841,23045.199219,22827,22948.300781,22263.1875,43845,2016-09-06
261,23124,23124,22810,22972.800781,22286.957031,44872,2016-09-07
262,22972.800781,23499,22858,23419.199219,22720.025391,38488,2016-09-08
263,23449,23572.900391,22860.900391,22925.099609,22240.675781,32036,2016-09-09
264,22695.800781,22825,22445.199219,22741.400391,22062.462891,65298,2016-09-12
265,22882,22914,22350,22598.199219,21923.535156,58070,2016-09-14
266,22600,22679.900391,22266.099609,22440.099609,21770.158203,39284,2016-09-15
267,22501.099609,23239.900391,22501.099609,23135.199219,22444.503906,55294,2016-09-16
268,23043,23332.800781,23000,23129.199219,22438.681641,29134,2016-09-19
269,23260.5,23545.099609,23156.099609,23427.800781,22728.371094,55909,2016-09-20
270,23420,24280,23333.699219,24198.699219,23476.253906,95652,2016-09-21
271,24415,24850,24265.800781,24808.900391,24068.236328,71474,2016-09-22
272,24844,25000,24550,24853.199219,24111.214844,53795,2016-09-23
273,24840,24995,24605,24693.800781,23956.574219,52009,2016-09-26
274,24752,24850,24480,24643.199219,23907.482422,32364,2016-09-27
275,24625,26045,24620.099609,25786.599609,25016.75,102186,2016-09-28
276,26344,26641.300781,24451.5,24918.300781,24174.373047,138500,2016-09-29
277,25149.800781,25550,24549.400391,24827.800781,24086.572266,72690,2016-09-30
278,25320,25969,25143.5,25796.199219,25026.0625,55210,2016-10-03
279,25989.699219,26077.400391,25542,25842.400391,25070.882813,39827,2016-10-04
280,25850,26345.900391,25612.199219,26281.300781,25496.681641,39397,2016-10-05
281,26280,26505,26061.300781,26240.800781,25457.390625,38261,2016-10-06
282,26340,26340,25750.099609,25810.400391,25039.837891,25969,2016-10-07
283,25915.199219,26082,25761.800781,25804.599609,25034.210938,20010,2016-10-10
284,25700,25978,25567.199219,25803.199219,25032.853516,49996,2016-10-13
285,25987.800781,25990,25330.900391,25400.199219,24641.880859,45733,2016-10-14
286,25430.099609,25578.199219,24564.900391,24647.400391,23911.558594,45648,2016-10-17
287,24795,25220.300781,24700,25069.099609,24320.667969,41222,2016-10-18
288,25110,25299,24900,24978.199219,24232.482422,22366,2016-10-19
289,25140,25240,24800,24988.599609,24242.572266,27484,2016-10-20
290,25124,25193.800781,24815,25122.199219,24372.183594,17880,2016-10-21
291,25200,25323,24830.099609,24914.400391,24170.587891,18311,2016-10-24
292,24920,25023.900391,24599.699219,24631,23895.646484,33405,2016-10-25
293,24718,24798.900391,24159.599609,24418.800781,23689.783203,37644,2016-10-26
294,24460,24724,24058.900391,24491.800781,23760.603516,50974,2016-10-27
295,24760,24799,23676.300781,24020,23302.890625,95398,2016-10-28
296,24350,25520.900391,24301.300781,25321,24565.046875,88482,2016-11-01
297,25067.800781,25183.900391,24731.199219,24779.800781,24040.005859,36014,2016-11-02
298,24830,25100,24402,24549.400391,23816.486328,26096,2016-11-03
299,24640,24745.099609,23774.900391,23929.800781,23215.382813,33112,2016-11-04
300,24271.900391,24584.900391,23955.099609,24021.599609,23304.441406,27450,2016-11-07
301,24211,24485,23886.099609,24267.800781,23543.292969,24885,2016-11-08
302,23000,23779.900391,21842,23331.199219,22634.652344,56053,2016-11-09
303,23899.300781,23999,22890.900391,23066.199219,22377.564453,36155,2016-11-10
304,22896.699219,22896.699219,21573,21685.199219,21037.791016,62471,2016-11-11
305,21740,21740,19530,20281.199219,19675.712891,153241,2016-11-15
306,20700,21800,20010,21116.699219,20486.265625,151643,2016-11-16
307,21148.5,21400,20663.099609,21036,20407.976563,57704,2016-11-17
308,21188,21934.199219,20881.099609,21792.300781,21141.699219,75234,2016-11-18
309,21999.900391,21999.900391,20103,20361.599609,19753.710938,85743,2016-11-21
310,20611.300781,20988.199219,20172.099609,20653.099609,20036.507813,72049,2016-11-22
311,20850.099609,21466,20649.900391,20960.300781,20334.539063,70147,2016-11-23
312,20775,20775,20222,20356.599609,19748.859375,74821,2016-11-24
313,20606.599609,20699,19936.699219,20222.599609,19618.859375,88986,2016-11-25
314,20249.900391,20649.900391,20000,20213.900391,19610.421875,109774,2016-11-28
315,20475,21440,20327.300781,21294.099609,20658.369141,112384,2016-11-29
316,21500,21770.800781,21123.300781,21619.800781,20974.349609,89239,2016-11-30
317,21750,22444,21621.300781,22202.199219,21539.357422,129754,2016-12-01
318,22202,22947.900391,22126.099609,22756.199219,22076.822266,183006,2016-12-02
319,22600,23189,22600,22748.300781,22069.15625,72589,2016-12-05
320,22845,22988,22380.099609,22457.5,21787.037109,37037,2016-12-06
321,22624,23516.800781,22511.199219,23382,22683.935547,111773,2016-12-07
322,23650,23700.099609,23056,23249.800781,22555.683594,70360,2016-12-08
323,23499.400391,23623.800781,22785.099609,22844.300781,22162.292969,76451,2016-12-09
