id,Open,High,Low,Close,Adj Close,Volume,Date
1,223.179001,227.895004,218.177002,226.369995,202.76506,9515041,2015-08-14
2,227.227997,236.755005,223.130997,235.087997,210.573975,8947333,2015-08-17
3,236.373993,242.852997,234.945007,240.423004,215.352676,10291473,2015-08-18
4,238.279007,241.376007,235.087997,237.994003,213.176971,4517602,2015-08-19
5,235.992996,236.660004,229.132996,230.134003,206.136581,4855837,2015-08-20
6,227.227997,227.227997,220.559006,226.037003,202.466797,5507337,2015-08-21
7,218.462997,218.462997,193.072006,196.358994,175.883484,12292472,2015-08-24
8,200.074997,207.600998,190.643005,203.362,182.15625,14911709,2015-08-25
9,202.932999,209.315994,199.074005,205.457993,184.033676,8750249,2015-08-26
10,209.602005,218.938995,204.934006,215.699997,193.207687,14932908,2015-08-27
11,221.606995,223.511993,212.651001,218.128998,195.383423,9852930,2015-08-28
12,214.651993,217.891006,213.080002,214.746994,192.354065,6069187,2015-08-31
13,211.507996,215.557007,202.981003,206.076996,184.58815,6796473,2015-09-01
14,208.554001,215.223007,200.360992,209.126007,187.319199,9351765,2015-09-02
15,212.841003,221.701996,211.602997,218.891006,196.065964,7434373,2015-09-03
16,218.080994,218.080994,206.744003,208.554001,186.806854,7588508,2015-09-04
17,210.792999,213.412994,204.981003,205.647995,184.203857,5178636,2015-09-07
18,208.268005,221.988007,207.029999,217.938995,195.213226,8645536,2015-09-08
19,224.845993,230.371994,221.367996,228.179993,204.386322,9261748,2015-09-09
20,225.179001,231.514999,220.654007,228.847,204.98378,7612145,2015-09-10
21,231.848007,231.990997,219.987,221.940002,198.797012,6202695,2015-09-11
22,222.940002,231.753006,222.940002,230.371994,206.349731,7514289,2015-09-14
23,230.324005,232.324997,217.699997,217.796005,195.085129,9602085,2015-09-15
24,221.035004,222.320999,216.365997,219.606003,196.706375,7548367,2015-09-16
25,222.940002,224.274002,216.651993,217.319,194.657867,8008200,2015-09-18
26,215.604004,218.462997,212.556,215.746994,193.249786,5641030,2015-09-21
27,217.223999,218.080994,208.839996,209.697006,187.830643,5351406,2015-09-22
28,204.266998,213.460999,203.886002,210.554993,188.599182,7551488,2015-09-23
29,209.602005,210.317001,204.171005,204.981003,183.606415,5913928,2015-09-24
30,207.410995,208.125,198.645996,199.360001,178.571564,6014892,2015-09-28
31,195.311005,196.931,190.261993,191.880997,171.872437,12685201,2015-09-29
32,197.121002,204.266998,195.787003,202.552002,181.43071,9752831,2015-09-30
33,204.837997,205.315002,200.313004,202.218002,181.131546,5114699,2015-10-01
34,204.742996,215.128006,204.076004,214.365997,192.012787,8524225,2015-10-05
35,216.938004,218.177002,212.602997,216.748001,194.146408,7724927,2015-10-06
36,214.365997,226.464996,213.031998,225.608002,202.08252,10326577,2015-10-07
37,226.656006,231.229004,225.035995,229.419006,205.496124,9357782,2015-10-08
38,230.942993,241.042007,230.753006,239.231995,214.285873,11041924,2015-10-09
39,243.042999,249.569,237.994003,238.994003,214.072678,11094435,2015-10-12
40,236.279007,236.897995,231.753006,233.419998,209.079926,6110077,2015-10-13
41,232.468002,241.042007,232.039001,236.612,211.939056,6602225,2015-10-14
42,237.373993,245.044006,236.326004,243.186005,217.827576,7355704,2015-10-15
43,243.804993,244.567001,236.660004,241.042007,215.907135,5590827,2015-10-16
44,241.138,242.089996,235.087997,236.660004,211.982071,4700520,2015-10-19
45,235.373993,237.136002,228.656998,229.419006,205.496124,5508877,2015-10-20
46,230.276001,234.802002,226.990005,232.848999,208.568466,8441160,2015-10-21
47,235.707001,239.709,232.610992,234.373001,209.933533,5254128,2015-10-23
48,235.658997,239.660995,234.610992,237.850998,213.048874,4395791,2015-10-26
49,237.089005,238.470001,232.514999,234.326004,209.891434,3572503,2015-10-27
50,232.944,236.755005,232.468002,235.468994,210.915268,3607475,2015-10-28
51,234.658997,239.565994,233.134995,235.897995,211.299515,4816684,2015-10-29
52,236.660004,242.757004,233.563004,234.945007,210.445908,6479503,2015-10-30
53,234.850006,234.945007,225.132004,227.608994,203.874847,5153151,2015-11-02
54,230.276001,231.514999,223.798004,224.559998,201.143784,4715646,2015-11-03
55,227.847,228.656998,222.796997,224.274002,200.887634,5102509,2015-11-04
56,224.845993,224.845993,213.699005,214.746994,192.354065,9238270,2015-11-05
57,208.554001,211.365005,204.934006,209.839996,187.95874,10397801,2015-11-06
58,204.837997,213.794006,202.598999,211.746002,189.665985,6583811,2015-11-09
59,210.363998,211.746002,206.886993,207.744003,186.081314,4761452,2015-11-10
60,208.363998,213.031998,206.363007,212.126999,190.007278,4646588,2015-11-13
61,212.317001,220.940002,209.792999,219.701004,196.791489,7266779,2015-11-16
62,220.940002,224.608002,219.987,223.464005,200.162109,5500940,2015-11-17
63,223.035995,223.893005,214.556,215.175995,192.738327,5545717,2015-11-18
64,216.748001,218.843994,214.936996,217.938995,195.213226,3842740,2015-11-19
65,217.319,221.748993,217.319,219.128998,196.279129,4050862,2015-11-20
66,219.938995,219.938995,212.556,213.841995,191.543442,4305888,2015-11-23
67,212.794006,215.699997,211.983994,213.746002,191.457458,4386325,2015-11-24
68,214.841995,219.128998,213.604004,217.128998,194.487671,4815678,2015-11-26
69,217.128998,223.893005,216.794998,220.320007,197.345932,5660627,2015-11-27
70,221.416,223.320999,217.985992,218.177002,195.426407,4782849,2015-11-30
71,219.891998,227.227997,219.414993,226.322998,202.722977,6913345,2015-12-01
72,228.608994,234.278,226.847,232.324997,208.099091,9297832,2015-12-02
73,228.800003,231.990997,225.608002,228.800003,204.941696,7460474,2015-12-03
74,226.798996,232.705994,225.893997,228.895004,205.026779,5812852,2015-12-04
75,233.229996,235.802002,230.990997,232.039001,207.842926,5181312,2015-12-07
76,230.610001,231.563004,222.464005,223.654999,200.33316,4771435,2015-12-08
77,222.940002,224.703003,214.270004,216.128006,193.59108,4962204,2015-12-09
78,216.509003,223.654999,215.794998,221.988007,198.840012,5043195,2015-12-10
79,223.988007,232.371994,223.988007,229.514008,205.581223,12513883,2015-12-11
80,227.703995,237.136002,227.179993,233.419998,209.079926,11875759,2015-12-14
81,235.326004,235.563995,229.848007,232.800995,208.525452,5477706,2015-12-15
82,234.897003,236.850006,230.658005,233.134995,208.824631,6045633,2015-12-16
83,235.231003,245.757996,234.421005,244.949005,219.406708,12713159,2015-12-17
84,244.376999,245.757996,241.994995,243.567001,218.168839,7288697,2015-12-18
85,243.423996,249.044998,242.613998,246.235001,220.55864,6502570,2015-12-21
86,246.759003,249.425995,244.425003,245.233994,219.661987,4769687,2015-12-22
87,249.854996,253.809006,249.854996,251.951004,225.678589,8085026,2015-12-23
88,253.427994,253.427994,248.283005,250.903,224.739883,4034479,2015-12-24
89,251.475006,251.807999,241.042007,242.089996,216.84584,5581413,2015-12-28
90,243.710007,244.996002,241.376007,243.233994,217.870544,3989059,2015-12-29
91,244.281998,249.425995,243.042999,246.473007,220.771805,7150693,2015-12-30
92,247.712006,248.473999,244.806,247.520996,221.710526,4667281,2015-12-31
93,246.759003,247.615997,241.423004,245.233994,219.661987,3307909,2016-01-01
94,242.947998,250.759995,241.138,244.757996,219.235641,7327733,2016-01-04
95,245.376999,263.335999,245.376999,261.335999,234.084946,15753483,2016-01-05
96,259.907013,261.621002,253.427994,256.048004,229.348373,7824538,2016-01-06
97,250.570007,250.856003,236.468994,238.089005,213.262054,9975180,2016-01-07
98,240.089996,244.186005,237.279007,241.613998,216.419495,6611968,2016-01-08
99,235.326004,241.376007,232.705994,239.755997,214.755219,6387245,2016-01-11
100,241.089996,243.233994,231.658005,234.134995,209.720367,5694492,2016-01-12
101,236.755005,239.899002,225.798996,234.945007,210.445908,7853668,2016-01-13
102,223.893005,231.085999,220.559006,227.466003,203.74678,9325559,2016-01-14
103,231.039001,231.514999,217.319,218.843994,196.023865,6288878,2016-01-15
104,218.938995,232.468002,214.556,224.751007,201.314896,8834992,2016-01-18
105,226.322998,229.561996,220.320007,226.751007,203.106369,6616835,2016-01-19
106,221.796997,222.940002,215.794998,221.035004,197.986389,5759001,2016-01-20
107,223.606995,228.037994,220.320007,224.464996,201.058701,6555133,2016-01-21
108,227.037003,238.945999,226.417999,236.087997,211.469711,6833746,2016-01-22
109,237.231003,244.281998,237.041,242.852997,217.529282,5853184,2016-01-25
110,242.947998,247.615997,241.423004,245.425003,219.833099,6545003,2016-01-27
111,244.852997,246.235001,240.470993,242.186005,216.931839,6315180,2016-01-28
112,242.613998,246.567993,235.755005,237.897995,213.090973,7082718,2016-01-29
113,237.136002,242.899994,234.850006,237.516998,212.749695,4640019,2016-02-01
114,238.421997,239.136993,219.225006,220.511002,197.517014,8804608,2016-02-02
115,217.128998,222.845001,210.983994,213.412994,191.159164,8178043,2016-02-03
116,213.794006,217.796005,208.649002,215.270996,192.82341,12290303,2016-02-04
117,205.791,227.037003,205.791,222.796997,199.564651,27083454,2016-02-05
118,227.322998,232.419998,221.082993,223.035995,199.778702,10845012,2016-02-08
119,219.987,226.084,219.225006,224.369003,200.972733,7938028,2016-02-09
120,223.75,226.513,216.365997,224.559998,201.143784,7993844,2016-02-10
